id;title;length;year;reals;actors;genres;boxoffice
3571;Lame de fond;129;1996;"Ridley Scott
";Jeff Bridges, Caroline Goodall, John Savage;Aventure, Drame;
3572;Only You;108;1994;"Norman Jewison
";Marisa Tomei, Robert Downey Jr., Bonnie Hunt;Comedie, Romantique;
3573;De sang-froid;134;1967;"Richard Brooks
";Robert Blake, Scott Wilson, John Forsythe;Crime, Drame, Historique;
3574;Le chantage;95;2007;"Mike Barker
";Pierce Brosnan, Maria Bello, Gerard Butler;Crime, Drame, Thriller;
3575;20.000 lieues sous les mers;127;1954;"Richard Fleischer
";Kirk Douglas, James Mason, Paul Lukas;Aventure, Drame, Fantastique;
3576;La main au collet;106;1955;"Alfred Hitchcock
";Cary Grant, Grace Kelly, Jessie Royce Landis;Crime, MystÃ¨re, Romantique;
3577;Jason et les Argonautes;104;1963;"Don Chaffey
";Todd Armstrong, Nancy Kovack, Gary Raymond;Aventure, Familliale, Fantastique;
3578;Suspiria;98;1977;"Dario Argento
";Jessica Harper, Stefania Casini, Flavio Bucci;Fantastique, Horreur, MystÃ¨re;
3579;Les amours imaginaires;101;2010;"Xavier Dolan
";Xavier Dolan, Monia Chokri, Niels Schneider;Drame, Romantique;
3580;Boat Trip;94;2002;"Mort Nathan
";Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez;Comedie;
3581;OÃ¹ sont passÃ©s les Morgan?;103;2009;"Marc Lawrence
";Hugh Grant, Sarah Jessica Parker, Sam Elliott;Comedie, Drame, Romantique;
3582;Le Havre;93;2011;"Aki KaurismÃ¤ki
";AndrÃ© Wilms, Blondin Miguel, Jean-Pierre Darroussin;Comedie, Drame;
3583;Le dÃ©shonneur d'Elisabeth Campbell;116;1999;"Simon West
";John Travolta, Madeleine Stowe, James Cromwell;Crime, Drame, MystÃ¨re;
3584;Cleaner;88;2007;"Renny Harlin
";Samuel L. Jackson, Ed Harris, Eva Mendes;Crime, MystÃ¨re, Thriller;
3585;Piranhas;94;1978;"Joe Dante
";Bradford Dillman, Heather Menzies-Urich, Kevin McCarthy;Comedie, Horreur, Science-Fiction;
3586;"In &amp; Out";90;1997;"Frank Oz
";Kevin Kline, Joan Cusack, Tom Selleck;Comedie;
3587;Underdog: chien volant non identifiÃ©;84;2007;"Frederik Du Chau
";Peter Dinklage, Jason Lee, Amy Adams;Action, Aventure, Comedie;
3588;Les moissons du ciel;94;1978;"Terrence Malick
";Richard Gere, Brooke Adams, Sam Shepard;Drame, Romantique;
3589;La famille Delajungle, le film;85;2002;"Cathy Malkasian
, Jeff McGrath
";Tim Curry, Rupert Everett, Flea;Aventure, Animation, Familliale;
3590;Starman;115;1984;"John Carpenter
";Jeff Bridges, Karen Allen, Charles Martin Smith;Aventure, Drame, Romantique;
3591;"Tango &amp; Cash";104;1989;"Andrey Konchalovskiy
, Albert Magnoli
";Sylvester Stallone, Kurt Russell, Teri Hatcher;Action, Comedie, Crime;
3592;Day Watch;132;2006;"Timur Bekmambetov
";Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov;Action, Fantastique, Thriller;
3593;Combats de maÃ®tre 2;102;1994;"Chia-Liang Liu
, Jackie Chan
";Jackie Chan, Ho-Sung Pak, Lung Ti;Action, Comedie;
3594;Hors de prix;106;2006;"Pierre Salvadori
";Audrey Tautou, Gad Elmaleh, Marie-Christine Adam;Comedie, Romantique;
3595;Ã‰cole paternelle 2;89;2007;"Fred Savage
";Cuba Gooding Jr., Lochlyn Munro, Richard Gant;Comedie, Familliale;
3596;Les experts;126;1992;"Phil Alden Robinson
";Robert Redford, Dan Aykroyd, Sidney Poitier;Comedie, Crime, Drame;
3597;Dirty Work;82;1998;"Bob Saget
";Norm MacDonald, Artie Lange, Jack Warden;Comedie;
3598;Plein la gueule;121;1974;"Robert Aldrich
";Burt Reynolds, Eddie Albert, Ed Lauter;Comedie, Crime, Drame;
3599;Mission: NoÃ«l - Les aventures de la famille NoÃ«l;97;2011;"Sarah Smith
, Barry Cook
";James McAvoy, Jim Broadbent, Bill Nighy;Animation, Comedie, Drame;
3600;Last Days;97;2005;"Gus Van Sant
";Michael Pitt, Lukas Haas, Asia Argento;Biopic, Drame, Music;
3601;Les fous du roi;128;2006;"Steven Zaillian
";Sean Penn, Jude Law, Kate Winslet;Drame, Thriller;
3602;Boogeyman - La porte des cauchemars;89;2005;"Stephen Kay
";Barry Watson, Emily Deschanel, Lucy Lawless;Drame, Horreur, MystÃ¨re;
3603;Au pays du sang et du miel;127;2011;"Angelina Jolie
";Zana Marjanovic, Goran Kostic, Rade Serbedzija;Drame, Romantique, Guerre;
3604;In America;105;2002;"Jim Sheridan
";Paddy Considine, Samantha Morton, Djimon Hounsou;Drame;
3605;La Lapidation de Soraya M.;114;2008;"Cyrus Nowrasteh
";Shohreh Aghdashloo, Jim Caviezel, Mozhan MarnÃ²;Drame;
3606;The Descent: Part 2;94;2009;"Jon Harris
";Michael J. Reynolds, Shauna Macdonald, Jessika Williams;Aventure, Horreur, Thriller;
3607;Les sept femmes de Barbe-Rousse;102;1954;"Stanley Donen
";Jane Powell, Howard Keel, Jeff Richards;Comedie, Drame, Musical;
3608;AllÃ´ maman, c'est NoÃ«l;96;1993;"Tom Ropelewski
";John Travolta, Kirstie Alley, David Gallagher;Comedie, Familliale, Romantique;
3609;Star trek: GÃ©nÃ©rations;118;1994;"David Carson
";Patrick Stewart, William Shatner, Malcolm McDowell;Action, Aventure, Science-Fiction;
3610;Les choristes;97;2004;"Christophe Barratier
";GÃ©rard Jugnot, FranÃ§ois BerlÃ©and, Jean-Baptiste Maunier;Drame, Music;
3611;Ready to Rumble;107;2000;"Brian Robbins
";David Arquette, Oliver Platt, Scott Caan;Comedie, Sport;
3612;"Sugar &amp; Spice";81;2001;"Francine McDougall
";Marla Sokoloff, Marley Shelton, Melissa George;Comedie, Crime;
3613;Un coeur invaincu;108;2007;"Michael Winterbottom
";Angelina Jolie, Dan Futterman, Irrfan Khan;Biopic, Drame, Historique;
3614;Le grand sommeil;114;1946;"Howard Hawks
";Humphrey Bogart, Lauren Bacall, John Ridgely;Crime, Film-Noir, MystÃ¨re;
3615;Hamlet;130;1990;"Franco Zeffirelli
";Mel Gibson, Glenn Close, Alan Bates;Drame, Romantique;
3616;Dragon, l'histoire de Bruce Lee;120;1993;"Rob Cohen
";Jason Scott Lee, Lauren Holly, Robert Wagner;Action, Biopic, Drame;
3617;Bonjour les vacances II;95;1985;"Amy Heckerling
";Chevy Chase, Beverly D'Angelo, Dana Hill;Aventure, Comedie, Romantique;
3618;Flic de haut vol;93;1999;"Les Mayfield
";Martin Lawrence, Luke Wilson, Peter Greene;Action, Comedie, Crime;
3619;Ne vous retournez pas;110;1973;"Nicolas Roeg
";Julie Christie, Donald Sutherland, Hilary Mason;Drame, Horreur, Thriller;
3620;Sens unique;114;1987;"Roger Donaldson
";Kevin Costner, Gene Hackman, Sean Young;Action, Crime, Drame;
3621;Flubber;93;1997;"Les Mayfield
";Robin Williams, Marcia Gay Harden, Christopher McDonald;Comedie, Familliale, Science-Fiction;
3622;Les idiots;117;1998;"Lars von Trier
";Bodil JÃ¸rgensen, Jens Albinus, Anne Louise Hassing;Comedie, Drame;
3623;IndiscrÃ©tions;112;1940;"George Cukor
";Cary Grant, Katharine Hepburn, James Stewart;Comedie, Romantique;
3624;Colors;120;1988;"Dennis Hopper
";Sean Penn, Robert Duvall, Maria Conchita Alonso;Action, Crime, Drame;
3625;HÃ´tesse Ã  tout prix;87;2003;"Bruno Barreto
";Gwyneth Paltrow, Christina Applegate, Kelly Preston;Comedie, Romantique;
3626;L'homme des vallÃ©es perdues;118;1953;"George Stevens
";Alan Ladd, Jean Arthur, Van Heflin;Drame, Western;
3627;Nell;112;1994;"Michael Apted
";Jodie Foster, Liam Neeson, Natasha Richardson;Drame;
3628;Akeelah;112;2006;"Doug Atchison
";Angela Bassett, Laurence Fishburne, Keke Palmer;Drame;
3629;Wolf;125;1994;"Mike Nichols
";Jack Nicholson, Michelle Pfeiffer, James Spader;Drame, Horreur, Romantique;
3630;Baise-moi;77;2000;"Virginie Despentes
, Coralie
";RaffaÃ«la Anderson, Karen Lancaume, CÃ©line Beugnot;Crime, Drame, Thriller;
3631;Frais de l'air Fred;103;1991;"Ate de Jong
";Phoebe Cates, Rik Mayall, Marsha Mason;Comedie, Drame, Fantastique;
3632;Les canons de Navarone;158;1961;"J. Lee Thompson
";David Niven, Gregory Peck, Anthony Quinn;Action, Aventure, Drame;
3633;Bandidas;93;2006;"Joachim RÃ¸nning
, Espen Sandberg
";PenÃ©lope Cruz, Salma Hayek, Steve Zahn;Action, Comedie, Crime;
3634;Simon Birch;114;1998;"Mark Steven Johnson
";Ian Michael Smith, Joseph Mazzello, Ashley Judd;Comedie, Drame;
3635;Mrs. Tingle;96;1999;"Kevin Williamson
";Helen Mirren, Marisa Coughlan, Katie Holmes;Comedie, Thriller;
3636;George le petit curieux;86;2006;"Matthew O'Callaghan
";Will Ferrell, Drew Barrymore, Eugene Levy;Animation, Aventure, Comedie;
3637;La locataire;91;2011;"Antti Jokinen
";Hilary Swank, Jeffrey Dean Morgan, Lee Pace;MystÃ¨re, Thriller;
3638;24 Hour Party People;117;2002;"Michael Winterbottom
";Steve Coogan, Lennie James, John Thomson;Biopic, Comedie, Drame;
3639;L'Ã¢me des guerriers;102;1994;"Lee Tamahori
";Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell;Crime, Drame;
3640;Miracle Ã  Santa-Anna;160;2008;"Spike Lee
";Derek Luke, Michael Ealy, Laz Alonso;Action, Crime, Drame;
3641;U Turn - Ici commence l'enfer;125;1997;"Oliver Stone
";Sean Penn, Jennifer Lopez, Nick Nolte;Crime, Drame, Thriller;
3642;The Astronaut Farmer;104;2006;"Michael Polish
";Billy Bob Thornton, Virginia Madsen, Bruce Dern;Aventure, Drame, Science-Fiction;
3643;Gomorra;137;2008;"Matteo Garrone
";Gianfelice Imparato, Salvatore Abruzzese, Toni Servillo;Crime, Drame;
3644;Enemy;108;1985;"Wolfgang Petersen
";Dennis Quaid, Louis Gossett Jr., Brion James;Action, Aventure, Drame;
3645;New York masala;186;2003;"Nikhil Advani
, Ron Reid Jr.
";Preity Zinta, Shah Rukh Khan, Saif Ali Khan;Comedie, Drame, Romantique;
3646;Behind the Mask: The Rise of Leslie Vernon;92;2006;"Scott Glosserman
";Nathan Baesel, Angela Goethals, Zelda Rubinstein;Comedie, Horreur, Thriller;
3647;Le blob;95;1988;"Chuck Russell
";Shawnee Smith, Kevin Dillon, Donovan Leitch Jr.;Horreur, Science-Fiction;
3648;The Crush;89;1993;"Alan Shapiro
";Cary Elwes, Alicia Silverstone, Jennifer Rubin;Drame, Romantique, Thriller;
3649;La quatriÃ¨me dimension;101;1983;"Joe Dante
, John Landis
, George Miller
, Steven Spielberg
";Dan Aykroyd, Albert Brooks, Vic Morrow;Fantastique, Horreur, Science-Fiction;
3650;The Weather Man;102;2005;"Gore Verbinski
";Nicolas Cage, Hope Davis, Nicholas Hoult;Comedie, Drame;
3651;Wonder Boys;107;2000;"Curtis Hanson
";Michael Douglas, Tobey Maguire, Frances McDormand;Drame, Comedie;
3652;Lean on Me;108;1989;"John G. Avildsen
";Morgan Freeman, Beverly Todd, Robert Guillaume;Action, Drame;
3653;Smiley Face;88;2007;"Gregg Araki
";Anna Faris, John Krasinski, Adam Brody;Comedie;
3654;AntiTrust;109;2001;"Peter Howitt
";Ryan Phillippe, Tim Robbins, Rachael Leigh Cook;Crime, Drame, Thriller;
3655;100 Girls;94;2000;"Michael Davis
";Jonathan Tucker, Emmanuelle Chriqui, James DeBello;Comedie, Romantique;
3656;Re-Animator;104;1985;"Stuart Gordon
";Jeffrey Combs, Bruce Abbott, Barbara Crampton;Horreur, Science-Fiction;
3657;Les plus belles annÃ©es de notre vie;172;1946;"William Wyler
";Fredric March, Dana Andrews, Myrna Loy;Drame, Romantique, Guerre;
3658;Moby Dick;116;1956;"John Huston
";Gregory Peck, Richard Basehart, Leo Genn;Aventure, Drame;
3659;La ruÃ©e vers l'or;95;1925;"Charles Chaplin
";Charles Chaplin, Mack Swain, Tom Murray;Aventure, Comedie, Familliale;
3660;Menace d'Ã‰tat;108;2012;"Hadi Hajaig
";Sean Bean, Charlotte Rampling, Abhin Galeya;Crime, Drame, Thriller;
3661;Les Ã©pices de la passion;105;1992;"Alfonso Arau
";Marco Leonardi, Lumi Cavazos, Regina TornÃ©;Drame, Romantique;
3662;Le pacificateur;124;1997;"Mimi Leder
";George Clooney, Nicole Kidman, Marcel Iures;Action, Thriller;
3663;Milo sur Mars;88;2011;"Simon Wells
";Seth Green, Joan Cusack, Dan Fogler;Animation, Action, Aventure;
3664;Jack Frost;101;1998;"Troy Miller
";Michael Keaton, Kelly Preston, Joseph Cross;Comedie, Drame, Familliale;
3665;Saints and Soldiers;90;2003;"Ryan Little
";Corbin Allred, Alexander Polinsky, Kirby Heyborne;Action, Aventure, Drame;
3666;Le client;119;1994;"Joel Schumacher
";Susan Sarandon, Tommy Lee Jones, Brad Renfro;Crime, Drame, MystÃ¨re;
3667;Arachnophobie;103;1990;"Frank Marshall
";Jeff Daniels, Julian Sands, John Goodman;Comedie, Science-Fiction, Thriller;
3668;Un nom pour un autre;122;2006;"Mira Nair
";Kal Penn, Irrfan Khan, Tabu;Drame;
3669;Escrocs en herbe;105;2009;"Tim Blake Nelson
";Edward Norton, Keri Russell, Henry Max Nelson;Comedie, Crime, Drame;
3670;Le palace en dÃ©lire;105;1984;"Neal Israel
";Tom Hanks, Tawny Kitaen, Adrian Zmed;Comedie, Romantique;
3671;Mauvais piÃ¨ge;106;2002;"Luis Mandoki
";Kevin Bacon, Charlize Theron, Courtney Love;Crime, Drame, Thriller;
3672;Soyez sympas, rembobinez;102;2008;"Michel Gondry
";Jack Black, Mos Def, Danny Glover;Comedie, Drame;
3673;PrÃ©sumÃ© innocent;127;1990;"Alan J. Pakula
";Harrison Ford, Raul Julia, Greta Scacchi;Crime, Drame, MystÃ¨re;
3674;Hot Summer;108;2001;"Michael Tollin
";Freddie Prinze Jr., Jessica Biel, Fred Ward;Comedie, Drame, Romantique;
3675;Courir avec des ciseaux;116;2006;"Ryan Murphy
";Joseph Cross, Annette Bening, Brian Cox;Comedie, Drame;
3676;Critters;82;1986;"Stephen Herek
";Dee Wallace, M. Emmet Walsh, Billy Green Bush;Action, Comedie, Horreur;
3677;Le Kid;68;1921;"Charles Chaplin
";Charles Chaplin, Edna Purviance, Jackie Coogan;Comedie, Drame, Familliale;
3678;Le chevalier black;95;2001;"Gil Junger
";Martin Lawrence, Marsha Thomason, Tom Wilkinson;Aventure, Comedie, Fantastique;
3679;Chopper;94;2000;"Andrew Dominik
";Eric Bana, Simon Lyndon, David Field;Biopic, Comedie, Crime;
3680;Le secret de la planÃ¨te des singes;95;1970;"Ted Post
";James Franciscus, Kim Hunter, Maurice Evans;Action, Aventure, Science-Fiction;
3681;Argent comptant;97;1997;"Brett Ratner
";Charlie Sheen, Chris Tucker, Heather Locklear;Action, Comedie, Crime;
3682;Cotton Club;127;1984;"Francis Ford Coppola
";Richard Gere, Gregory Hines, Diane Lane;Crime, Drame, Music;
3683;Nimitz, retour vers l'enfer;103;1980;"Don Taylor
";Kirk Douglas, Martin Sheen, Katharine Ross;Action, Science-Fiction;
3684;Les amants du nouveau monde;135;1995;"Roland JoffÃ©
";Demi Moore, Gary Oldman, Robert Duvall;Drame, Romantique;
3685;Quelque part dans le temps;103;1980;"Jeannot Szwarc
";Christopher Reeve, Jane Seymour, Christopher Plummer;Drame, Fantastique, Romantique;
3686;Tina;118;1993;"Brian Gibson
";Angela Bassett, Laurence Fishburne, Rae'Ven Larrymore Kelly;Biopic, Drame, Music;
3687;Dead Zone;103;1983;"David Cronenberg
";Christopher Walken, Brooke Adams, Tom Skerritt;Horreur, Science-Fiction, Thriller;
3688;Le trÃ©sor de la Sierra Madre;126;1948;"John Huston
";Humphrey Bogart, Walter Huston, Tim Holt;Action, Aventure, Drame;
3689;Tideland;120;2005;"Terry Gilliam
";Jeff Bridges, Jennifer Tilly, Jodelle Ferland;Drame;
3690;Vegas Vacation;93;1997;"Stephen Kessler
";Chevy Chase, Beverly D'Angelo, Randy Quaid;Comedie;
3691;Massacre au camp d'Ã©tÃ©;88;1983;"Robert Hiltzik
";Felissa Rose, Jonathan Tiersten, Karen Fields;Horreur;
3692;Nico;99;1988;"Andrew Davis
";Steven Seagal, Pam Grier, Henry Silva;Action, Crime, Drame;
3693;Withail et moi;107;1987;"Bruce Robinson
";Richard E. Grant, Paul McGann, Richard Griffiths;Comedie, Drame;
3694;Street Fighter - La lÃ©gende de Chun-Li;96;2009;"Andrzej Bartkowiak
";Kristin Kreuk, Neal McDonough, Michael Clarke Duncan;Action, Crime, Fantastique;
3695;Capitaine Corelli;131;2001;"John Madden
";Nicolas Cage, PenÃ©lope Cruz, John Hurt;Drame, Music, Romantique;
3696;The Nines;100;2007;"John August
";Ryan Reynolds, Hope Davis, Melissa McCarthy;Drame, Fantastique, MystÃ¨re;
3697;May;93;2002;"Lucky McKee
";Angela Bettis, Jeremy Sisto, Anna Faris;Drame, Horreur, Thriller;
3698;Lucky You;124;2007;"Curtis Hanson
";Eric Bana, Drew Barrymore, Robert Duvall;Drame, Romantique, Sport;
3699;Stuart Little 2;77;2002;"Rob Minkoff
";Michael J. Fox, Geena Davis, Hugh Laurie;Animation, Aventure, Comedie;
3700;Junebug;106;2005;"Phil Morrison
";Embeth Davidtz, Alessandro Nivola, David Kuhn;Comedie, Drame;
3701;Le smoking;98;2002;"Kevin Donovan
";Jackie Chan, Jennifer Love Hewitt, Jason Isaacs;Action, Comedie, Science-Fiction;
3702;Les divins secrets;116;2002;"Callie Khouri
";Sandra Bullock, Ellen Burstyn, Fionnula Flanagan;Drame;
3703;Men at Work;98;1990;"Emilio Estevez
";Charlie Sheen, Emilio Estevez, Leslie Hope;Comedie, Crime;
3704;Massacre Ã  la tronÃ§onneuse: la nouvelle gÃ©nÃ©ration;95;1994;"Kim Henkel
";RenÃ©e Zellweger, Matthew McConaughey, Robert Jacks;Comedie, Horreur, Thriller;
3705;La main sur le berceau;110;1992;"Curtis Hanson
";Annabella Sciorra, Rebecca De Mornay, Matt McCoy;Drame, Thriller;
3706;Casino Jack;108;2010;"George Hickenlooper
";Kevin Spacey, Barry Pepper, Jon Lovitz;Biopic, Comedie, Crime;
3707;Bandits;123;2001;"Barry Levinson
";Bruce Willis, Billy Bob Thornton, Cate Blanchett;Comedie, Crime, Drame;
3708;Rollerball;125;1975;"Norman Jewison
";James Caan, John Houseman, Maud Adams;Action, Science-Fiction, Sport;
3709;La maison aux esprits;140;1993;"Bille August
";Jeremy Irons, Meryl Streep, Maria Conchita Alonso;Drame, Romantique;
3710;The Woodsman;87;2004;"Nicole Kassell
";Kevin Bacon, Kyra Sedgwick, Mos Def;Drame;
3711;La derniÃ¨re maison sur la gauche;84;1972;"Wes Craven
";Sandra Peabody, Lucy Grantham, David Hess;Horreur;
3712;Tout le monde dit I love you;101;1996;"Woody Allen
";Woody Allen, Goldie Hawn, Julia Roberts;Comedie, Musical, Romantique;
3713;Pour l'amour d'une femme;126;1994;"Luis Mandoki
";Meg Ryan, Andy Garcia, Ellen Burstyn;Drame, Romantique;
3714;Krull;121;1983;"Peter Yates
";Ken Marshall, Lysette Anthony, Freddie Jones;Fantastique, Action, Aventure;
3715;Prof d'enfer pour un Ã©tÃ©;97;1987;"Carl Reiner
";Mark Harmon, Kirstie Alley, Robin Thomas Grossman;Comedie, Romantique;
3716;Nos souvenirs brÃ»lÃ©s;118;2007;"Susanne Bier
";Halle Berry, Benicio Del Toro, Alison Lohman;Drame;
3717;Suspect Zero;99;2004;"E. Elias Merhige
";Aaron Eckhart, Ben Kingsley, Carrie-Anne Moss;Crime, Thriller;
3718;Le flic de Beverly Hills 3;104;1994;"John Landis
";Eddie Murphy, Jon Tenney, Joey Travolta;Action, Comedie, Crime;
3719;Mr. Smith au sÃ©nat;129;1939;"Frank Capra
";James Stewart, Jean Arthur, Claude Rains;Drame;
3720;RÃ©demption;125;2006;"Phil Joanou
";Dwayne Johnson, Xzibit, L. Scott Caldwell;Crime, Drame, Sport;
3721;Les anges de la nuit;134;1990;"Phil Joanou
";Sean Penn, Ed Harris, Gary Oldman;Crime, Drame, Thriller;
3722;Junior le terrible;81;1990;"Dennis Dugan
";Michael Oliver, John Ritter, Jack Warden;Comedie, Familliale;
3723;De l'or pour les braves;144;1970;"Brian G. Hutton
";Clint Eastwood, Telly Savalas, Don Rickles;Action, Aventure, Comedie;
3724;Le mystÃ¨re AndromÃ¨de;131;1971;"Robert Wise
";James Olson, Arthur Hill, David Wayne;Science-Fiction, Thriller;
3725;Une vie inachevÃ©e;108;2005;"Lasse HallstrÃ¶m
";Jennifer Lopez, Robert Redford, Morgan Freeman;Drame;
3726;J.F. partagerait appartement;107;1992;"Barbet Schroeder
";Bridget Fonda, Jennifer Jason Leigh, Steven Weber;Drame, Thriller;
3727;Turner et Hooch;97;1989;"Roger Spottiswoode
";Tom Hanks, Mare Winningham, Craig T. Nelson;Comedie, Crime, Drame;
3728;RÃ©pulsion;105;1965;"Roman Polanski
";Catherine Deneuve, Ian Hendry, John Fraser;Horreur, Thriller;
3729;Fausses rumeurs;90;2000;"Davis Guggenheim
";James Marsden, Lena Headey, Norman Reedus;Drame, MystÃ¨re, Thriller;
3730;Alarme fatale;84;1993;"Gene Quintano
";Emilio Estevez, Samuel L. Jackson, Jon Lovitz;Action, Comedie, Crime;
3731;Bad Lieutenant;96;1992;"Abel Ferrara
";Harvey Keitel, Victor Argo, Paul Calderon;Crime, Drame;
3732;Onze heures quatorze;86;2003;"Greg Marcks
";Henry Thomas, Colin Hanks, Ben Foster;Comedie, Crime, Drame;
3733;Arthur;97;1981;"Steve Gordon
";Dudley Moore, Liza Minnelli, John Gielgud;Comedie, Romantique;
3734;Miss Potter;92;2006;"Chris Noonan
";RenÃ©e Zellweger, Ewan McGregor, Emily Watson;Biopic, Drame;
3735;Lifeforce - L'Ã©toile du mal;116;1985;"Tobe Hooper
";Steve Railsback, Mathilda May, Peter Firth;Horreur, Science-Fiction, Thriller;
3736;Code Mercury;111;1998;"Harold Becker
";Bruce Willis, Miko Hughes, Alec Baldwin;Action, Crime, Drame;
3737;Double dÃ©tente;104;1988;"Walter Hill
";Arnold Schwarzenegger, James Belushi, Peter Boyle;Action, Comedie, Crime;
3738;Night Watch;114;2004;"Timur Bekmambetov
";Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina;Action, Fantastique, Thriller;
3739;Bugsy;136;1991;"Barry Levinson
";Warren Beatty, Annette Bening, Harvey Keitel;Biopic, Crime, Drame;
3740;Willard;100;2003;"Glen Morgan
";Crispin Glover, R. Lee Ermey, Laura Harring;Drame, Horreur, Science-Fiction;
3741;Compte Ã  rebours mortel;96;2002;"Jim Gillespie
";Sylvester Stallone, Charles S. Dutton, Polly Walker;Crime, Horreur, MystÃ¨re;
3742;Halloween, 20 ans aprÃ¨s;86;1998;"Steve Miner
";Jamie Lee Curtis, Josh Hartnett, Adam Arkin;Horreur, Thriller;
3743;L'Ã©cole des dragueurs;100;2006;"Todd Phillips
";Billy Bob Thornton, Jon Heder, Jacinda Barrett;Comedie;
3744;Love Song;119;2004;"Shainee Gabel
";Scarlett Johansson, John Travolta, Gabriel Macht;Drame;
